"COD","INDICADOR_REND_P_FUND","SAEB_MEDIA_FUND","IDEB_2021_FUND","INDICADOR_REND_P_ENS_MEDIO","SAEB_MEDIA_ENS_MEDIO","IDEB_2021_ENS_MEDIO"
4300638,"0.996141","5.618455","5.6","0.8801","-","-"
4300646,"1","5.349366","5.3","0.972553","-","-"
4300661,"1","6.068616","6.1","-","-","-"
4300703,"1","6.350108","6.4","0.987004","5.058329","5"
4300802,"0.989485","5.959613","5.9","0.942337","5.034422","4.7"
4300851,"1","-","-","0.755897","-","-"
4300877,"0.99557","6.350173","6.3","0.647076","-","-"
4300901,"1","6.563618","6.6","0.993927","-","-"
4301008,"0.949976","6.532296","6.2","0.907669","-","-"
4301057,"0.969563","5.910474","5.7","0.848334","-","-"
4301073,"1","-","-","0.913527","-","-"
4301107,"0.96237","5.335616","5.1","0.902394","-","-"
4301206,"0.996964","6.815277","6.8","0.912454","4.968077","4.5"
4301305,"0.938578","5.850753","5.5","0.914203","-","-"
4301404,"0.995314","6.462965","6.4","0.946657","4.574003","4.3"
4301503,"0.995314","7.41523","7.4","0.880831","-","-"
4301552,"0.993221","6.468985","6.4","1","-","-"
4301602,"0.933645","5.792618","5.4","0.868908","-","-"
4301636,"0.93475","5.352001","5","0.890908","-","-"
4301651,"0.996553","6.791675","6.8","0.969717","-","-"
4301701,"1","6.340693","6.3","0.994268","4.995528","5"
4301750,"-","-","-","0.904293","-","-"
4301800,"-","-","-","0.985949","4.252085","4.2"
4301859,"1","5.773199","5.8","0.923346","4.198422","3.9"
4301875,"1","5.19444","5.2","0.818225","-","-"
4301909,"0.973051","5.004015","4.9","0.819321","4.185388","3.4"
4301925,"-","-","-","0.972944","5.408732","5.3"
4301958,"1","6.715879","6.7","0.962543","-","-"
4302006,"0.993642","5.182931","5.1","0.827627","-","-"
4302055,"0.967358","5.517117","5.3","-","-","-"
4302105,"0.952074","6.508489","6.2","0.921669","5.501156","5.1"
4302154,"1","5.655294","5.7","0.960171","4.597441","4.4"
4302204,"0.936789","6.768339","6.3","0.858286","5.221314","4.5"
4302220,"-","-","-","0.930956","-","-"
4302238,"1","5.90724","5.9","0.935008","-","-"
4302253,"0.936979","6.243358","5.8","0.949352","-","-"
4302303,"0.983676","5.800257","5.7","0.96888","-","-"
4302352,"0.955177","6.287519","6","0.918679","-","-"
4302378,"1","5.607258","5.6","0.746467","-","-"
4302402,"0.94624","6.249113","5.9","0.829853","-","-"
4302451,"1","6.354078","6.4","0.847881","-","-"
4302501,"1","5.652456","5.7","0.87725","4.738077","4.2"
4302584,"1","6.831371","6.8","0.937359","5.667532","5.3"
4302600,"1","5.406731","5.4","0.911331","-","-"
4302659,"0.992312","6.548337","6.5","0.743539","-","-"
4302709,"0.991344","5.471859","5.4","0.908466","-","-"
4302808,"0.937516","5.831453","5.5","0.892049","-","-"
4302907,"0.984201","5.525609","5.4","0.961526","-","-"
4303004,"0.990753","6.005748","6","0.932612","4.85011","4.5"
4303103,"0.943872","5.988913","5.7","0.689848","-","-"
4303202,"1","-","-","0.92339","-","-"
4303301,"0.911752","6.045152","5.5","0.942651","4.553251","4.3"
4303400,"1","6.089727","6.1","0.953947","5.446775","5.2"
4303509,"0.987489","6.007","5.9","0.886886","-","-"
4303558,"0.991736","5.501452","5.5","0.959583","-","-"
4303608,"0.95808","5.470808","5.2","0.885557","-","-"
4303673,"0.926356","6.593065","6.1","0.931583","-","-"
4303707,"0.973061","7.228336","7","0.987004","5.266072","5.2"
4303806,"1","7.607348","7.6","0.877979","5.409756","4.7"
4303905,"0.999199","6.9661","7","0.850782","5.0221","4.3"
4304002,"1","5.74786","5.7","0.814443","-","-"
4304101,"1","6.407553","6.4","0.973571","-","-"
4304200,"0.955967","5.811733","5.6","0.883697","4.794269","4.2"
4304309,"0.989797","6.861085","6.8","0.943742","-","-"
4304358,"0.97984","5.344761","5.2","0.880269","-","-"
4304408,"0.965408","6.066101","5.9","0.893257","4.608317","4.1"
4304507,"0.956728","6.580684","6.3","0.744157","-","-"
4304606,"0.959087","5.715883","5.5","0.849151","-","-"
4304614,"0.988931","6.08043","6","0.957308","4.517245","4.3"
4304622,"1","5.754611","5.8","-","-","-"
4304630,"0.979486","5.758505","5.6","0.914815","-","-"
4304655,"1","5.520916","5.5","0.936946","-","-"
4304663,"0.988086","-","-","0.915598","-","-"
4304671,"0.994148","6.328826","6.3","0.922924","-","-"
4304689,"0.891629","6.040355","5.4","0.788147","-","-"
4304697,"0.993432","6.569507","6.5","0.950386","4.975558","4.7"
4304705,"0.998599","6.151789","6.1","0.784411","4.957313","3.9"
4304713,"0.99778","-","-","0.948202","-","-"
4304804,"0.999197","6.78983","6.8","0.960827","4.993718","4.8"
4304903,"1","6.904143","6.9","0.952119","-","-"
4304952,"0.99469","5.451259","5.4","0.82591","-","-"
4305009,"1","7.065717","7.1","0.856661","4.592406","3.9"
4305108,"0.998598","6.203299","6.2","0.915619","-","-"
4305116,"1","7.391917","7.4","0.900137","-","-"
4305124,"0.92177","5.97833","5.5","0.873768","-","-"
4305132,"1","6.468603","6.5","0.944474","4.923183","4.6"
4305157,"1","5.670361","5.7","-","-","-"
4305173,"0.99839","5.605092","5.6","0.895811","4.596491","4.1"
4305207,"0.967978","6.335643","6.1","0.908138","-","-"
4305306,"0.99778","6.388661","6.4","0.942163","-","-"
4305355,"0.909609","5.979361","5.4","0.813802","-","-"
4305371,"0.971457","5.962479","5.8","0.88834","4.450999","4"
4305405,"0.991094","6.180078","6.1","0.913501","-","-"
4305439,"0.995521","6.091965","6.1","-","-","-"
4305447,"0.997168","-","-","0.887567","-","-"
4305454,"0.896855","5.549994","5","0.941524","-","-"
4305504,"1","6.522323","6.5","0.946053","4.896397","4.6"
4305587,"0.97247","6.800254","6.6","0.978442","-","-"
4305603,"0.97426","6.638576","6.5","0.978442","4.738375","4.6"
4305702,"0.993528","5.989888","6","0.824519","-","-"
4305801,"0.996785","6.218673","6.2","0.838222","-","-"
4305835,"-","-","-","-","-","-"
4305850,"-","-","-","-","-","-"
4305871,"1","6.301772","6.3","-","-","-"
4305900,"0.975322","5.371265","5.2","0.863227","4.744268","4.1"
4305934,"-","-","-","1","5.596398","5.6"
4305959,"0.987155","7.132943","7","0.898672","4.815002","4.3"
4305975,"0.995314","-","-","-","-","-"
4306007,"0.99839","6.781786","6.8","0.88489","4.602329","4.1"
4306056,"0.990525","5.112112","5.1","0.928479","-","-"
4306072,"1","5.795442","5.8","0.920398","-","-"
4306106,"0.98384","5.74921","5.7","0.865832","-","-"
4306130,"-","-","-","1","5.662404","5.7"
4306205,"0.950793","5.947178","5.7","0.892108","5.032471","4.5"
4306304,"1","6.411843","6.4","0.988877","-","-"
4306320,"0.95127","6.50826","6.2","0.928076","4.837373","4.5"
4306353,"1","6.373978","6.4","0.958924","-","-"
4306379,"-","-","-","-","-","-"
4306403,"0.964201","6.497922","6.3","0.94448","5.507842","5.2"
4306429,"1","5.645799","5.6","0.95977","-","-"
4306452,"0.9898","6.679609","6.6","0.989796","-","-"
4306502,"0.993362","5.789335","5.8","0.808414","-","-"
4306551,"-","-","-","0.970219","-","-"
4306601,"0.926951","5.848529","5.4","0.835986","-","-"
4306700,"0.984791","6.179953","6.1","0.854658","4.503079","3.8"
4306734,"0.989847","6.689593","6.6","0.962613","5.605504","5.4"
4306759,"-","-","-","1","4.794519","4.8"
4306767,"0.958782","5.710679","5.5","0.916062","4.653676","4.3"
4306809,"0.979061","6.65928","6.5","0.82249","-","-"
4306908,"0.918029","5.919178","5.4","0.790684","-","-"
4306924,"1","5.28679","5.3","-","-","-"
4306932,"0.969746","-","-","0.91988","4.891227","4.5"
4306957,"0.992586","6.147132","6.1","0.96527","4.646798","4.5"
4306973,"0.994062","5.520234","5.5","0.52627","-","-"
4307005,"0.995398","6.537702","6.5","0.938841","-","-"
4307054,"1","6.121353","6.1","1","-","-"
4307104,"0.916757","5.676808","5.2","0.792948","-","-"
4307203,"0.963651","6.411724","6.2","0.821068","-","-"
4307302,"-","-","-","0.903892","-","-"
4307401,"0.908681","5.972911","5.4","0.900455","-","-"
4307450,"0.982173","4.954915","4.9","0.846982","-","-"
4307500,"0.986394","6.337107","6.3","0.887792","5.143784","4.6"
4307559,"1","6.831806","6.8","0.911375","-","-"
4307609,"0.99558","6.496593","6.5","0.848699","4.826034","4.1"
4307708,"0.992798","5.899825","5.9","0.868667","-","-"
4307807,"0.976385","6.076599","5.9","0.932254","4.875324","4.5"
4307815,"1","5.908154","5.9","0.924538","-","-"
4307831,"0.956082","-","-","0.94253","-","-"
4307864,"0.992162","6.732694","6.7","0.928789","5.896955","5.5"
4307906,"0.9996","6.998279","7","0.904919","-","-"
4308003,"1","6.221618","6.2","0.946948","-","-"
4308052,"1","-","-","-","-","-"
4308078,"0.938721","5.869747","5.5","0.949195","-","-"
4308102,"0.993968","7.038246","7","0.883514","-","-"
4308201,"1","6.812913","6.8","0.938935","5.505732","5.2"
4308250,"-","-","-","0.964286","5.12225","4.9"
4308300,"1","6.027754","6","0.773883","4.339443","3.4"
4308409,"1","5.475269","5.5","0.595378","-","-"
4308433,"0.94747","6.228503","5.9","0.9351","4.682273","4.4"
4308458,"0.96254","6.600807","6.4","0.941853","-","-"
4308508,"0.987895","6.548402","6.5","0.921236","-","-"
4308607,"0.982192","6.608647","6.5","0.899338","4.772241","4.3"
4308656,"0.957891","-","-","0.986301","3.97134","3.9"
4308706,"1","6.785152","6.8","0.925379","5.160577","4.8"
4308805,"0.991689","5.427657","5.4","0.673684","-","-"
4308854,"0.993432","5.922824","5.9","0.956051","-","-"
4308904,"0.994979","6.637176","6.6","0.916513","-","-"
4309001,"0.992337","6.133068","6.1","0.927992","-","-"
4309050,"0.960423","5.887852","5.7","0.801658","-","-"
4309100,"0.969147","6.392217","6.2","0.929631","4.670472","4.3"
4309126,"-","-","-","0.948063","-","-"
4309159,"0.952865","5.476734","5.2","0.910244","-","-"
4309209,"0.993799","5.951393","5.9","0.878985","-","-"
4309258,"1","6.607884","6.6","0.922194","-","-"
4309308,"0.976089","5.522539","5.4","0.89709","4.757744","4.3"
4309407,"0.999197","6.623344","6.6","0.922115","-","-"
4309506,"1","6.743421","6.7","0.955197","-","-"
4309555,"1","6.746358","6.7","0.893698","-","-"
4309571,"0.923893","6.972622","6.4","0.905618","-","-"
4309605,"1","6.887845","6.9","0.953359","-","-"
4309654,"0.98011","5.591424","5.5","0.834014","-","-"
4309704,"1","6.780492","6.8","0.886739","5.765779","5.1"
4309753,"1","7.52186","7.5","0.949111","4.761741","4.5"
4309803,"1","6.713446","6.7","0.932554","-","-"
4309902,"0.990448","6.28391","6.2","0.931937","-","-"
4309951,"0.951213","6.395652","6.1","0.936472","-","-"
4310009,"0.965824","6.459128","6.2","0.963574","-","-"
4310108,"0.997996","6.524221","6.5","0.874499","-","-"
4310207,"0.99579","6.648464","6.6","0.877497","5.244995","4.6"
4310306,"1","6.276454","6.3","0.915131","-","-"
4310330,"0.98931","5.932374","5.9","0.871665","-","-"
4310363,"0.935868","6.731354","6.3","0.93508","-","-"
4310405,"0.974412","6.179349","6","0.960913","4.827876","4.6"
4310413,"1","5.403647","5.4","0.892889","-","-"
4310439,"0.989428","6.894508","6.8","0.984537","-","-"
4310462,"1","7.962232","8","-","-","-"
4310504,"0.993774","6.276882","6.2","0.937699","-","-"
4310538,"1","5.480486","5.5","0.810493","-","-"
4310553,"-","-","-","0.975367","-","-"
4310579,"-","-","-","-","-","-"
4310603,"0.996197","5.706403","5.7","0.899591","-","-"
4310652,"-","-","-","0.933971","5.149002","4.8"
4310702,"1","6.873212","6.9","0.837349","-","-"
4310751,"-","-","-","-","-","-"
4310801,"0.985693","6.786579","6.7","0.936895","-","-"
4310850,"0.964269","6.037342","5.8","0.833991","5.058259","4.2"
4310876,"1","5.754899","5.8","0.908324","-","-"
4310900,"0.981823","7.034173","6.9","0.95812","5.798014","5.6"
4311007,"0.940527","5.771175","5.4","0.927251","-","-"
4311106,"0.923914","6.557012","6.1","0.917072","-","-"
4311122,"1","5.278441","5.3","-","-","-"
4311130,"1","5.423209","5.4","0.929863","-","-"
4311155,"0.997984","6.416655","6.4","0.904552","4.575045","4.1"
4311205,"0.998996","5.867806","5.9","0.824293","-","-"
4311239,"-","-","-","0.989449","3.833124","3.8"
4311254,"0.996347","6.091164","6.1","0.862353","4.539334","3.9"
4311270,"0.977074","5.902065","5.8","1","4.995151","5"
4311304,"0.99659","5.805534","5.8","0.772264","-","-"
4311403,"0.981052","6.386572","6.3","0.918158","4.876036","4.5"
4311429,"0.995106","6.09893","6.1","0.899068","-","-"
4311502,"1","5.351215","5.4","0.764932","-","-"
4311601,"1","6.476266","6.5","0.869645","4.207076","3.7"
4311627,"1","6.264415","6.3","0.910321","-","-"
4311643,"0.942344","6.519133","6.1","-","-","-"
4311700,"1","6.865956","6.9","0.817366","-","-"
4311718,"0.996141","6.104607","6.1","0.980563","-","-"
4311734,"1","5.894355","5.9","-","-","-"
4311759,"1","5.501368","5.5","0.747384","4.552057","3.4"
4311775,"1","-","-","0.910078","-","-"
4311791,"-","-","-","0.946181","-","-"
4311809,"0.992373","6.177173","6.1","0.868326","4.708033","4.1"
4311908,"0.99469","6.982892","6.9","0.920333","-","-"
4311981,"1","6.722452","6.7","0.909363","-","-"
4312005,"1","6.598089","6.6","0.960043","4.604896","4.4"
4312054,"1","6.433512","6.4","0.974284","-","-"
4312104,"1","5.999567","6","0.928919","4.00014","3.7"
4312138,"1","6.086365","6.1","0.881896","-","-"
4312153,"0.954683","7.126464","6.8","0.947295","-","-"
4312179,"0.992586","6.456281","6.4","-","-","-"
4312203,"1","6.441876","6.4","0.924275","-","-"
4312252,"0.987303","6.10677","6","0.966957","-","-"
4312302,"1","5.720724","5.7","0.742914","-","-"
4312351,"0.941337","7.491722","7.1","0.938531","5.023225","4.7"
4312377,"0.880892","4.830966","4.3","0.96193","-","-"
4312385,"-","-","-","0.942793","5.525222","5.2"
4312401,"0.965106","5.83932","5.6","0.907141","-","-"
4312427,"0.986115","7.070477","7","0.918392","4.491356","4.1"
4312443,"-","-","-","0.977352","-","-"
4312450,"0.92503","5.839441","5.4","0.968538","-","-"
4312476,"1","7.183337","7.2","0.936636","-","-"
4312500,"0.994147","5.608389","5.6","0.862613","4.616925","4"
4312609,"0.951598","6.468432","6.2","0.892095","-","-"
4312617,"1","5.472714","5.5","-","-","-"
4312625,"1","7.163679","7.2","-","-","-"
4312658,"0.961532","6.432703","6.2","0.922385","-","-"
4312674,"0.92583","6.445548","6","1","-","-"
4312708,"0.997577","5.764669","5.8","0.798975","-","-"
4312757,"0.988602","6.06767","6","0.948644","4.783431","4.5"
4312807,"0.987615","6.21367","6.1","0.97459","4.641417","4.5"
4312906,"0.997577","6.645538","6.6","0.944425","4.749219","4.5"
4312955,"0.990664","6.818335","6.8","0.99118","5.509116","5.5"
4313003,"1","6.807588","6.8","0.966432","-","-"
4313011,"0.992586","6.684475","6.6","0.969835","5.843618","5.7"
4313037,"1","6.613982","6.6","0.925766","-","-"
4313060,"0.960364","6.418565","6.2","0.82766","-","-"
4313086,"1","6.435407","6.4","-","-","-"
4313102,"1","6.223676","6.2","0.935397","-","-"
4313201,"0.971968","6.702778","6.5","0.913825","5.11145","4.7"
4313300,"0.987887","6.316607","6.2","0.916441","4.793761","4.4"
4313334,"0.985282","6.598673","6.5","-","-","-"
4313359,"-","-","-","1","5.094859","5.1"
4313375,"0.961165","-","-","0.764423","-","-"
4313409,"0.996797","5.979944","6","0.889615","-","-"
4313425,"-","-","-","0.987004","5.798262","5.7"
4313441,"1","6.345481","6.3","0.868669","4.735436","4.1"
4313466,"1","5.797634","5.8","-","-","-"
4313490,"1","6.690473","6.7","0.958557","-","-"
4313508,"0.992145","5.888563","5.8","0.914141","-","-"
4313607,"0.987987","5.977641","5.9","0.973497","-","-"
4313656,"0.976709","5.623175","5.5","0.781886","-","-"
4313706,"0.996592","5.910406","5.9","0.866715","-","-"
4313805,"1","6.37633","6.4","0.944812","-","-"
4313904,"0.941474","6.627652","6.2","0.767809","-","-"
4313953,"0.991199","5.563948","5.5","0.855066","-","-"
4314001,"0.997577","7.025452","7","0.943214","-","-"
4314027,"0.981891","6.507226","6.4","0.831507","-","-"
4314035,"0.941552","6.405312","6","0.902197","-","-"
4314050,"0.996996","5.988668","6","0.80617","-","-"
4314068,"-","-","-","0.966002","-","-"
4314076,"0.996759","7.034754","7","0.891884","-","-"
4314100,"0.950352","5.582522","5.3","0.887814","4.652305","4.1"
4314134,"1","5.856688","5.9","0.978442","4.949543","4.8"
4314159,"0.928923","5.890695","5.5","0.910723","5.274048","4.8"
4314175,"-","-","-",NA,NA,NA
4314209,"0.962368","5.032917","4.8","0.889544","-","-"
4314308,"0.986287","6.469079","6.4","0.874926","-","-"
4314407,"0.984287","-","-","0.889084","-","-"
4314423,"1","7.611072","7.6","0.961136","5.400504","5.2"
4314456,"1","6.742507","6.7","0.93202","-","-"
4314464,"0.98168","6.41614","6.3","0.706016","-","-"
4314472,"1","7.048622","7","0.96193","5.863721","5.6"
4314498,"1","-","-","0.92086","-","-"
4314506,"0.989368","5.379383","5.3","0.963539","-","-"
4314548,"-","-","-","0.984536","5.100101","5"
4314555,"1","6.605606","6.6","0.986301","5.464453","5.4"
4314605,"0.998195","5.99123","6","0.933638","-","-"
4314704,"0.998794","6.902111","6.9","0.858535","4.432685","3.8"
4314753,"0.94894","6.868763","6.5","0.942985","5.365099","5.1"
4314779,"0.979793","5.816678","5.7","0.921828","-","-"
4314787,"-","-","-","-","-","-"
4314803,"0.903373","5.961971","5.4","0.848059","-","-"
4314902,"0.970912","5.430022","5.3","0.815025","-","-"
4315008,"1","7.405817","7.4","0.939785","-","-"
4315057,"1","5.712464","5.7","-","-","-"
4315073,"-","-","-","0.876208","4.566955","4"
4315107,"0.998592","6.645891","6.6","0.982916","5.221123","5.1"
4315131,"-","-","-","0.922996","5.325928","4.9"
4315149,"-","-","-","0.927652","5.04973","4.7"
4315156,"1","6.078671","6.1","0.973423","-","-"
4315172,"1","7.132709","7.1","-","-","-"
4315206,"1","6.106901","6.1","0.892346","-","-"
4315305,"0.991162","6.179246","6.1","0.87614","-","-"
4315313,"1","5.932146","5.9","-","-","-"
4315321,"1","5.113398","5.1","-","-","-"
4315354,"0.981401","6.666959","6.5","0.926217","-","-"
4315404,"0.987946","5.407316","5.3","0.977672","-","-"
4315453,"0.911224","6.747123","6.1","0.941133","-","-"
4315503,"0.995561","5.880576","5.9","0.798652","-","-"
4315552,"0.99301","5.780183","5.7","0.813888","-","-"
4315602,"0.938809","5.737236","5.4","0.773857","-","-"
4315701,"0.993392","5.734767","5.7","0.876169","4.648416","4.1"
4315750,"1","6.270006","6.3","0.941559","-","-"
4315800,"0.911386","5.770157","5.3","0.825288","-","-"
4315909,"0.997577","6.27747","6.3","0.882746","-","-"
4315958,"-","-","-","0.985244","4.933669","4.9"
4316006,"1","6.596094","6.6","0.799261","-","-"
4316105,"0.992162","7.151591","7.1","0.878198","-","-"
4316204,"0.953297","7.061474","6.7","0.984443","-","-"
4316303,"1","7.067785","7.1","0.938032","5.260473","4.9"
4316402,"0.988911","5.76272","5.7","0.821353","-","-"
4316428,"0.992162","7.106423","7.1","0.917323","5.309049","4.9"
4316436,"1","6.352744","6.4","0.985597","5.405275","5.3"
4316451,"0.990535","5.916567","5.9","0.41849","4.993891","2.1"
4316477,"1","6.686658","6.7","0.937182","-","-"
4316501,"0.992159","7.055431","7","0.843348","5.143856","4.3"
4316600,"0.997591","6.460641","6.4","0.899613","5.114015","4.6"
4316709,"0.962845","5.790234","5.6","0.877866","-","-"
4316733,"1","6.24627","6.2","-","-","-"
4316758,"0.972361","6.493466","6.3","0.873518","-","-"
4316808,"0.951541","6.358925","6.1","0.920854","5.347448","4.9"
4316907,"0.989159","5.721649","5.7","0.60568","-","-"
4316956,"0.950781","6.459015","6.1","0.962445","-","-"
4316972,"0.792676","-","-","-","-","-"
4317004,"0.962333","5.603678","5.4","0.850804","-","-"
4317103,"0.958979","5.55643","5.3","0.811943","-","-"
4317202,"0.993146","6.600846","6.6","0.91476","4.776537","4.4"
4317251,"-","-","-","-","-","-"
4317301,"0.980791","5.644604","5.5","0.912141","-","-"
4317400,"0.993377","6.410307","6.4","0.729544","4.623432","3.4"
4317509,"0.996199","6.026831","6","0.912681","5.189391","4.7"
4317558,"1","6.089947","6.1","1","4.54697","4.5"
4317608,"0.981568","6.35755","6.2","0.924051","4.776895","4.4"
4317707,"0.964541","5.578231","5.4","0.900177","4.149017","3.7"
4317756,"0.994062","6.191928","6.2","1","5.148533","5.1"
4317806,"1","6.273326","6.3","0.905921","-","-"
4317905,"0.94897","6.379799","6.1","0.90625","-","-"
4317954,"1","5.963792","6","0.958277","4.936323","4.7"
4318002,"0.995375","5.805947","5.8","0.898454","-","-"
4318051,"1","-","-","1","5.640645","5.6"
4318101,"1","5.505914","5.5","0.985879","-","-"
4318200,"0.991577","5.44906","5.4","0.970288","4.32193","4.2"
4318309,"0.909143","5.947369","5.4","0.902428","4.866407","4.4"
4318408,"0.969779","5.666625","5.5","0.782044","-","-"
4318424,"1","6.206655","6.2","0.912454","5.275952","4.8"
4318432,"1","7.315378","7.3","0.987004","-","-"
4318440,"1","6.336455","6.3","1","4.927101","4.9"
4318457,"1","-","-","0.877999","4.636915","4.1"
4318465,"-","-","-","0.94362","-","-"
4318481,"0.969826","6.855971","6.6","0.912984","4.959252","4.5"
4318507,"0.947104","5.942187","5.6","0.85417","-","-"
4318606,"0.986611","6.774795","6.7","0.973782","-","-"
4318614,"1","6.761765","6.8","-","-","-"
4318622,"0.993852","-","-","0.967708","-","-"
4318705,"0.993793","5.851777","5.8","0.774225","-","-"
4318804,"0.914437","5.929675","5.4","0.90934","-","-"
4318903,"0.997595","6.154813","6.1","0.797279","4.912621","3.9"
4319000,"0.998187","6.666752","6.7","0.950211","4.752053","4.5"
4319109,"0.932466","6.608584","6.2","0.879285","5.477098","4.8"
4319125,"1","-","-","0.942623","4.532795","4.3"
4319158,"0.997577","5.396281","5.4","0.913206","-","-"
4319208,"1","6.225608","6.2","0.901309","-","-"
4319307,"1","6.727749","6.7","0.964311","5.366152","5.2"
4319356,"1","6.622304","6.6",NA,NA,NA
4319364,"-","-","-","0.830393","-","-"
4319372,"1","6.66814","6.7","0.953233","5.652808","5.4"
4319406,"0.995583","6.043766","6","0.865735","-","-"
4319505,"0.927341","5.972995","5.5","0.872432","-","-"
4319604,"0.996984","5.811356","5.8","0.89068","-","-"
4319703,"0.956793","6.880232","6.6","0.910292","-","-"
4319711,"0.993432","6.834446","6.8","0.954647","-","-"
4319737,"0.972382","6.232895","6.1","0.632633","-","-"
4319752,"1","7.024876","7","0.955346","4.838685","4.6"
4319802,"0.936552","5.971922","5.6","0.76874","-","-"
4319901,"0.959887","6.404611","6.1","0.886943","-","-"
4320008,"0.940823","5.922127","5.6","0.81044","-","-"
4320107,"1","6.263867","6.3","0.961841","4.947081","4.8"
4320206,"0.998794","6.565668","6.6","0.863079","4.962947","4.3"
4320230,"0.929827","6.233403","5.8","0.930606","-","-"
4320263,"0.992355","6.104211","6.1","0.89335","-","-"
4320305,"0.989324","6.352628","6.3","1","5.066514","5.1"
4320321,"1","6.093573","6.1","1","5.092909","5.1"
4320354,"-","-","-","0.919157","-","-"
4320404,"0.997793","6.593018","6.6","0.928067","-","-"
4320453,"-","-","-","0.984536","4.77701","4.7"
4320503,"0.992798","6.271783","6.2","0.934152","-","-"
4320552,"0.997577","6.046384","6","0.940812","4.521911","4.3"
4320578,"-","-","-","-","-","-"
4320602,"1","7.464736","7.5","0.925661","4.822269","4.5"
4320651,"-","-","-","0.919579","-","-"
4320677,"0.954234","6.270815","6","0.950152","5.415502","5.1"
4320701,"0.995788","6.04477","6","0.934391","-","-"
4320800,"0.99119","5.800119","5.7","0.93157","4.59566","4.3"
4320859,"0.938663","6.47221","6.1","0.834024","-","-"
4320909,"0.999197","6.090327","6.1","0.918023","-","-"
4321006,"0.992958","6.827851","6.8","0.955483","5.073918","4.8"
4321105,"0.938972","5.84043","5.5","0.81779","4.928017","4"
4321204,"0.994992","6.069059","6","0.847437","-","-"
4321303,"0.962881","6.057682","5.8","0.912827","4.693944","4.3"
4321329,"1","6.991821","7","0.873515","4.874294","4.3"
4321352,"0.989827","5.713984","5.7","0.970891","-","-"
4321402,"0.982884","6.264806","6.2","0.75869","4.06944","3.1"
4321436,"0.903296","6.10235","5.5","0.817152","-","-"
4321451,"0.972052","6.455131","6.3","0.880883","5.158165","4.5"
4321469,"1","6.440643","6.4","0.946243","4.884613","4.6"
4321477,"0.960738","6.064908","5.8","0.933372","-","-"
4321493,"-","-","-","-","-","-"
4321501,"0.991768","6.317672","6.3","0.910813","-","-"
4321600,"0.978359","5.807264","5.7","0.900114","-","-"
4321626,"0.974838","6.568496","6.4","0.984536","5.298323","5.2"
4321634,"0.987615","6.633079","6.6","0.988404","5.183939","5.1"
4321667,"1","6.717439","6.7","0.962545","4.85578","4.7"
4321709,"0.995595","6.772852","6.7","0.954958","-","-"
4321808,"0.998187","6.287735","6.3","0.912695","4.986484","4.6"
4321832,"0.995521","5.707895","5.7","0.930874","-","-"
4321857,"1","6.410204","6.4","0.937283","-","-"
4321907,"0.996991","6.401529","6.4","0.933005","4.150622","3.9"
4321956,"1","6.078561","6.1","0.962358","-","-"
4322004,"0.924124","5.912026","5.5","0.708335","-","-"
4322103,"0.974887","6.416725","6.3","0.976999","5.575079","5.4"
4322152,"1","6.918538","6.9","0.931884","-","-"
4322186,"1","5.627497","5.6","-","-","-"
4322202,"0.999197","5.863192","5.9","0.847844","4.671733","4"
4322251,"0.959304","7.099112","6.8","0.855765","5.862799","5"
4322301,"1","6.306009","6.3","0.977352","-","-"
4322327,"0.938","-","-","0.901142","-","-"
4322343,"-","-","-","0.949737","-","-"
4322350,"-","-","-","1","5.905504","5.9"
4322376,"1","-","-","0.938497","-","-"
4322400,"0.989783","5.44477","5.4","0.867152","-","-"
4322509,"0.991553","5.858997","5.8","0.851016","-","-"
4322525,"0.841099","5.871092","4.9","0.95002","-","-"
4322533,"0.943107","6.208874","5.9","0.859437","5.432467","4.7"
4322541,"0.948759","6.677596","6.3","0.900847","4.804035","4.3"
4322558,"1","6.093648","6.1","-","-","-"
4322608,"0.9634","6.651583","6.4","0.9365","5.393314","5.1"
4322707,"0.95333","6.437284","6.1","0.925524","4.998083","4.6"
4322806,"0.992369","6.924256","6.9","0.799415","-","-"
4322855,"0.957397","6.926588","6.6","-","-","-"
4322905,"0.994481","6.601334","6.6","0.982641","4.528609","4.4"
4323002,"0.949242","5.519634","5.2","0.821321","-","-"
4323101,"1","5.071693","5.1","1","-","-"
4323200,"0.991736","6.299742","6.2","0.91248","-","-"
4323309,"0.881605","6.983942","6.2","1","4.847634","4.8"
4323358,"0.990664","6.907812","6.8","-","-","-"
4323408,"0.990879","5.994017","5.9","0.960127","-","-"
4323457,"0.996553","5.298922","5.3","0.889914","-","-"
4323507,"-","-","-","-","-","-"
4323606,"0.983589","7.150517","7","-","-","-"
4323705,"1","-","-","1","4.041887","4"
4323754,"0.969541","6.031212","5.8","1","-","-"
4323770,"0.972162","6.882037","6.7","0.988753","5.706566","5.6"
4323804,"0.999197","5.851679","5.8","0.816088","-","-"
5000203,"0.962917","5.93941","5.7","0.872588","-","-"
5000252,"0.798018","5.771978","4.6","0.844029","-","-"
5000609,"0.853154","5.694972","4.9","0.887667","4.444863","3.9"
5000708,"0.888664","4.912672","4.4","0.842509","-","-"
5000807,"0.838745","5.53006","4.6","0.726173","-","-"
5000856,"0.908314","5.634421","5.1","0.847376","4.319137","3.7"
5000906,"0.993562","5.401729","5.4","0.956867","-","-"
